run_id,set,task_id,category,easy,condition,rep,uncached_equivalent_all,uncached_equivalent,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens_all,output_tokens,subagents_spawned,first_turn_cache_creation,total_cost_usd,num_turns,duration_ms,duration_api_ms,tool_read,tool_grep,tool_glob,tool_bash,tool_bash_graphify,tool_calls_total,tool_result_bytes_total,read_graph_json,skill_attributions,is_error,terminal_reason,permission_denials,score,success
XIMP2-rename-comment-created__graphify__r1,ext,XIMP2-rename-comment-created,impact,true,graphify,1,160029,159058,10,15919,143129,1406,1391,0,10928,0.10727779999999999,6,18490,18637,0,0,0,4,1,5,8124,false,0,false,completed,0,0.7142857142857143,false
XIMP3-issue-status-union__baseline__r1,ext,XIMP3-issue-status-union,impact,false,baseline,1,272936,63368,4,15462,47902,11129,1492,1,10384,0.2832211,2,102722,103242,0,0,0,0,0,1,10000,false,0,false,completed,0,0.9714285714285714,true
XIMP3-issue-status-union__graphify__r1,ext,XIMP3-issue-status-union,impact,false,graphify,1,248065,247060,14,25589,221457,6594,6580,0,10941,0.21355039999999997,7,62350,62200,0,0,0,5,1,6,17124,false,0,false,completed,0,0.9714285714285714,true
XIMP4-feature-flag-key-union__baseline__r1,ext,XIMP4-feature-flag-key-union,impact,false,baseline,1,199871,198856,12,18321,180523,2546,2530,0,10016,0.1358076,6,29563,30115,1,0,0,4,0,5,11416,false,0,false,completed,0,1,true
XIMP4-feature-flag-key-union__graphify__r1,ext,XIMP4-feature-flag-key-union,impact,false,graphify,1,238861,237846,14,19998,217834,3240,3223,0,10982,0.1569168,7,42911,43186,0,0,0,5,1,6,10967,false,0,false,completed,0,1,true
XIMP5-plan-id-union__baseline__r1,ext,XIMP5-plan-id-union,impact,false,baseline,1,387704,386695,20,28638,358037,7573,7560,0,10385,0.26287340000000003,10,80754,81073,3,0,0,6,0,9,27564,false,0,false,completed,0,0.8571428571428571,false
XIMP5-plan-id-union__graphify__r1,ext,XIMP5-plan-id-union,impact,false,graphify,1,418255,417246,20,31771,385455,8495,8481,0,10959,0.290104,12,89894,89977,3,0,0,7,1,11,26255,false,0,false,completed,0,0.8571428571428571,false
XIMP6-limit-check-field__baseline__r1,ext,XIMP6-limit-check-field,impact,false,baseline,1,161474,160455,10,16769,143676,3242,3227,0,10402,0.1291952,5,37995,39079,1,0,0,3,0,4,7812,false,0,false,completed,0,0.888888888888889,false
XIMP6-limit-check-field__graphify__r1,ext,XIMP6-limit-check-field,impact,false,graphify,1,397472,396453,20,28418,368015,5266,5252,0,10977,0.24092399999999997,10,55440,55127,0,0,0,7,2,9,27207,false,0,false,completed,0,0.888888888888889,false
XLOC1-retry-throttle__baseline__r1,ext,XLOC1-retry-throttle,locate,true,baseline,1,161762,64264,4,3161,61099,1577,306,1,10352,0.12146450000000002,2,6397,31774,1,0,0,0,0,2,5447,false,0,false,completed,0,1,true
XLOC1-retry-throttle__graphify__r1,ext,XLOC1-retry-throttle,locate,true,graphify,1,141551,140566,8,20901,119657,761,748,0,10946,0.11608139999999999,4,12853,13670,1,0,0,1,1,3,17271,false,0,false,completed,0,1,true
XLOC2-invite-link-validity__baseline__r1,ext,XLOC2-invite-link-validity,locate,false,baseline,1,197055,67322,4,4796,62522,2576,307,1,10365,0.1655057,2,5381,34899,1,0,0,0,0,3,7826,false,0,false,completed,0,1,true
XLOC2-invite-link-validity__graphify__r1,ext,XLOC2-invite-link-validity,locate,false,graphify,1,129880,128888,8,17540,111340,555,538,0,10927,0.098901,4,14449,14937,1,0,0,1,1,3,13399,false,0,false,completed,0,1,true
XLOC3-issue-number-allocation__baseline__r1,ext,XLOC3-issue-number-allocation,locate,false,baseline,1,154296,153321,10,13298,140013,718,705,0,10345,0.08930460000000001,5,12682,13269,1,0,0,3,0,4,4660,false,0,false,completed,0,1,true
XLOC3-issue-number-allocation__graphify__r1,ext,XLOC3-issue-number-allocation,locate,false,graphify,1,197852,196877,12,16824,180041,1033,1021,0,10925,0.11457320000000001,6,21827,22008,1,0,0,3,1,5,9755,false,0,false,completed,0,1,true
XLOC4-session-lifetime__baseline__r1,ext,XLOC4-session-lifetime,locate,false,baseline,1,123664,122670,8,14889,107773,744,732,0,10363,0.0895006,5,10912,11675,2,0,0,2,0,4,8308,false,0,false,completed,0,1,true
XLOC4-session-lifetime__graphify__r1,ext,XLOC4-session-lifetime,locate,false,graphify,1,166338,165344,10,18376,146958,914,901,0,10952,0.11298459999999999,5,12960,13416,0,0,0,3,1,4,15217,false,0,false,completed,0,0.5,false
XLOC5-delivery-retry-policy__baseline__r1,ext,XLOC5-delivery-retry-policy,locate,false,baseline,1,244049,66646,4,3855,62787,3980,926,1,10351,0.17728039999999998,2,15036,58446,1,0,0,0,0,4,5259,false,0,false,completed,0,1,true
XLOC5-delivery-retry-policy__graphify__r1,ext,XLOC5-delivery-retry-policy,locate,false,graphify,1,199073,198089,10,28486,169593,1503,1489,0,10944,0.1638266,5,19439,19890,1,0,0,2,1,4,32462,false,0,false,completed,0,1,true
XLOC6-menu-entry-visibility__baseline__r1,ext,XLOC6-menu-entry-visibility,locate,false,baseline,1,280076,100590,6,5360,95224,4381,766,1,10363,0.2115224,3,13626,66965,1,0,0,1,0,3,7339,false,0,false,completed,0,1,true
XLOC6-menu-entry-visibility__graphify__r1,ext,XLOC6-menu-entry-visibility,locate,false,graphify,1,166948,165972,10,20468,145494,1673,1661,0,10937,0.1286368,6,25665,25748,2,0,0,1,2,5,18706,false,0,false,completed,0,1,true
XREF1-assertorgscope-callers__baseline__r1,ext,XREF1-assertorgscope-callers,reference,false,baseline,1,272782,271786,14,25222,246550,7351,7336,0,10370,0.22465700000000002,7,76220,76840,2,0,0,4,0,6,17801,false,0,false,completed,0,0.9777777777777777,true
XREF1-assertorgscope-callers__graphify__r1,ext,XREF1-assertorgscope-callers,reference,false,graphify,1,247895,246899,14,26015,220870,4201,4185,0,10966,0.19118800000000002,7,46364,46371,2,0,0,3,1,6,22998,false,0,false,completed,0,0.9777777777777777,true
XREF2-emit-callers__baseline__r1,ext,XREF2-emit-callers,reference,false,baseline,1,203616,202645,12,19098,183535,1942,1928,0,10341,0.13344399999999998,6,26608,27283,2,0,0,3,0,5,14922,false,0,false,completed,0,0.9600000000000001,true
XREF2-emit-callers__graphify__r1,ext,XREF2-emit-callers,reference,false,graphify,1,372966,371995,18,35602,336375,5012,4999,0,10536,0.260745,9,81513,81287,2,0,0,3,3,8,40629,false,0,false,completed,0,0.9600000000000001,true
XREF3-isenabled-callers__baseline__r1,ext,XREF3-isenabled-callers,reference,false,baseline,1,1029221,1028236,36,57988,970212,13198,13184,0,10354,0.5589614,28,133146,132592,22,0,0,5,0,27,76342,false,0,false,completed,0,0.9855072463768115,true
XREF3-isenabled-callers__graphify__r1,ext,XREF3-isenabled-callers,reference,false,graphify,1,866055,865070,34,54027,811009,17091,17077,0,10943,0.5502028,32,188996,188630,21,0,0,8,2,31,56471,false,0,false,completed,0,0.9855072463768115,true
XREF4-comment-created-subscribers__baseline__r1,ext,XREF4-comment-created-subscribers,reference,false,baseline,1,217126,216141,12,24096,192033,1603,1592,0,10360,0.15177460000000004,8,24200,24699,4,0,0,3,0,7,27961,false,0,false,completed,0,1,true
XREF4-comment-created-subscribers__graphify__r1,ext,XREF4-comment-created-subscribers,reference,false,graphify,1,470881,469896,24,28321,441551,1980,1968,0,10936,0.2223672,12,41085,40722,1,0,0,7,3,11,33930,false,0,false,completed,0,1,true
XREF5-rate-limit-importers__baseline__r1,ext,XREF5-rate-limit-importers,reference,true,baseline,1,428937,427968,24,25879,402065,4392,4374,0,10336,0.22877599999999998,12,51734,52252,3,0,0,8,0,11,23295,false,0,false,completed,0,0.9473684210526316,true
XREF5-rate-limit-importers__graphify__r1,ext,XREF5-rate-limit-importers,reference,true,graphify,1,410343,409374,20,32058,377296,3189,3174,0,10530,0.2365152,10,40449,39949,2,0,0,5,2,9,36532,true,0,false,completed,0,0.9473684210526316,true
XREF6-member-joined-repositories__baseline__r1,ext,XREF6-member-joined-repositories,reference,false,baseline,1,260561,259571,16,17227,242328,1435,1420,0,10368,0.1326706,8,21188,21932,1,0,0,6,0,7,12016,false,0,false,completed,0,1,true
XREF6-member-joined-repositories__graphify__r1,ext,XREF6-member-joined-repositories,reference,false,graphify,1,495977,494987,26,25653,469308,2737,2724,0,10950,0.22482060000000004,13,35084,34849,0,0,0,10,2,12,25553,false,0,false,completed,0,1,true
