run_id,set,task_id,category,easy,condition,rep,uncached_equivalent_all,uncached_equivalent,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens_all,output_tokens,subagents_spawned,first_turn_cache_creation,total_cost_usd,num_turns,duration_ms,duration_api_ms,tool_read,tool_grep,tool_glob,tool_bash,tool_bash_graphify,tool_calls_total,tool_result_bytes_total,read_graph_json,skill_attributions,is_error,terminal_reason,permission_denials,score,success
DDIS3-schema-indexes__graphify-v2__r1,docs,DDIS3-schema-indexes,discrepancy,false,graphify-v2,1,451038,450024,22,32043,417959,2838,2825,0,10989,0.24113680000000004,11,59112,59167,4,0,0,5,1,10,41924,false,0,false,completed,0,1,true
DDIS3-schema-indexes__haiku-baseline__r1,docs,DDIS3-schema-indexes,discrepancy,false,haiku-baseline,1,752564,751550,138,51511,699901,3697,3684,0,8033,0.19264909999999996,17,58625,59135,11,0,0,5,0,16,130284,false,0,false,completed,0,0.6666666666666666,true
DDIS3-schema-indexes__haiku-graphify-v2__r1,docs,DDIS3-schema-indexes,discrepancy,false,haiku-graphify-v2,1,1224152,1223138,246,63247,1159645,4944,4931,0,8453,0.2684385,25,81974,81353,19,0,0,3,2,24,148600,false,0,false,completed,0,1,true
DDIS4-quotas-flags-and-rate-limits__baseline__r1,docs,DDIS4-quotas-flags-and-rate-limits,discrepancy,false,baseline,1,3631126,948764,34,45731,902999,47496,20528,1,10467,1.6856534000000007,17,260927,623272,3,0,0,13,0,17,47669,false,0,false,completed,0,0.22222222222222224,false
DDIS4-quotas-flags-and-rate-limits__graphify-strict-v2__r1,docs,DDIS4-quotas-flags-and-rate-limits,discrepancy,false,graphify-strict-v2,1,494400,493353,18,65799,427536,8937,8919,0,11027,0.43906619999999996,17,94677,94708,10,0,0,5,1,16,106291,false,0,false,completed,0,0.28571428571428575,false
DDIS4-quotas-flags-and-rate-limits__graphify-v2__r1,docs,DDIS4-quotas-flags-and-rate-limits,discrepancy,false,graphify-v2,1,2042683,2041636,52,101351,1940233,17555,17537,0,11039,0.9700616000000001,33,212415,211323,18,0,0,12,2,32,162371,false,0,false,completed,0,0.75,true
DDIS4-quotas-flags-and-rate-limits__haiku-baseline__r1,docs,DDIS4-quotas-flags-and-rate-limits,discrepancy,false,haiku-baseline,1,2106381,2105334,338,65118,2039878,11051,11033,0,8075,0.39086379999999993,42,156243,153205,12,0,0,29,0,41,136716,false,0,false,completed,0,0.4,false
DDIS4-quotas-flags-and-rate-limits__haiku-graphify-v2__r1,docs,DDIS4-quotas-flags-and-rate-limits,discrepancy,false,haiku-graphify-v2,1,1596055,1595008,272,66591,1528145,8182,8164,0,8498,0.3282255,28,117173,115658,13,0,0,10,4,27,139621,false,0,false,completed,0,0,false
DEXP1-webhook-attempt-ceiling-chain__baseline__r1,docs,DEXP1-webhook-attempt-ceiling-chain,explain,false,baseline,1,325863,324846,14,40670,284162,4490,4475,0,10417,0.2653824,10,47511,48182,0,0,0,9,0,9,68992,false,0,false,completed,0,0.8,true
DEXP1-webhook-attempt-ceiling-chain__graphify-strict-v2__r1,docs,DEXP1-webhook-attempt-ceiling-chain,explain,false,graphify-strict-v2,1,582810,581793,28,34131,547634,7411,7394,0,11005,0.3211488,15,87946,87645,7,0,0,5,2,14,34176,false,0,false,completed,0,0.6,true
DEXP1-webhook-attempt-ceiling-chain__graphify-v2__r1,docs,DEXP1-webhook-attempt-ceiling-chain,explain,false,graphify-v2,1,610055,609038,28,39130,569880,8436,8421,0,10985,0.355854,17,92935,92483,6,0,0,7,3,16,45409,false,0,false,completed,0,0.8,true
DEXP1-webhook-attempt-ceiling-chain__haiku-baseline__r1,docs,DEXP1-webhook-attempt-ceiling-chain,explain,false,haiku-baseline,1,1397703,1396686,170,77235,1319281,9531,9515,0,8048,0.3352401,21,135109,135272,12,0,0,8,0,20,179794,false,0,false,completed,0,0.8,true
DEXP1-webhook-attempt-ceiling-chain__haiku-graphify-v2__r1,docs,DEXP1-webhook-attempt-ceiling-chain,explain,false,haiku-graphify-v2,1,875814,874797,204,15193,859400,5945,5928,0,8456,0.14727200000000001,21,85818,85176,8,0,0,10,2,20,73917,false,0,false,completed,0,0.6,true
DEXP2-flags-screen-permission-chain__baseline__r1,docs,DEXP2-flags-screen-permission-chain,explain,false,baseline,1,283471,282457,12,40269,242176,3608,3593,0,10404,0.24655419999999997,13,39409,40087,8,0,0,4,0,12,68272,false,0,false,completed,0,1,true
DEXP2-flags-screen-permission-chain__graphify-strict-v2__r1,docs,DEXP2-flags-screen-permission-chain,explain,false,graphify-strict-v2,1,303954,302940,14,43463,259463,4119,4104,0,10990,0.2679016,11,58122,58548,6,0,0,3,1,10,69643,false,0,false,completed,0,1,true
DEXP2-flags-screen-permission-chain__graphify-v2__r1,docs,DEXP2-flags-screen-permission-chain,explain,false,graphify-v2,1,310098,309084,14,42648,266422,3662,3647,0,10994,0.2614634,10,51421,51749,5,0,0,3,1,9,67668,false,0,false,completed,0,1,true
DEXP2-flags-screen-permission-chain__haiku-baseline__r1,docs,DEXP2-flags-screen-permission-chain,explain,false,haiku-baseline,1,621505,620491,122,44559,575810,4623,4609,0,8051,0.17095000000000002,15,66680,66246,9,0,0,5,0,14,92375,false,0,false,completed,0,1,true
DEXP2-flags-screen-permission-chain__haiku-graphify-v2__r1,docs,DEXP2-flags-screen-permission-chain,explain,false,haiku-graphify-v2,1,310987,309973,96,26676,283201,3341,3327,0,8477,0.0994871,10,49169,48491,5,0,0,2,2,9,46711,false,0,false,completed,0,1,true
DEXP3-digest-cadence-chain__baseline__r1,docs,DEXP3-digest-cadence-chain,explain,false,baseline,1,1075869,83357,4,12735,70618,18450,3031,1,10424,0.7249642000000001,4,34821,194281,3,0,0,0,0,6,9357,false,0,false,completed,0,1,true
DEXP3-digest-cadence-chain__graphify-strict-v2__r1,docs,DEXP3-digest-cadence-chain,explain,false,graphify-strict-v2,1,418536,417501,18,49502,367981,5696,5684,0,10988,0.3295752,12,69175,68998,4,0,0,5,2,11,86635,false,0,false,completed,0,1,true
DEXP3-digest-cadence-chain__graphify-v2__r1,docs,DEXP3-digest-cadence-chain,explain,false,graphify-v2,1,436688,435653,20,42007,393626,5629,5617,0,11004,0.3040582,14,71748,71710,8,0,0,4,1,13,61547,false,0,false,completed,0,0.8,true
DEXP3-digest-cadence-chain__haiku-baseline__r1,docs,DEXP3-digest-cadence-chain,explain,false,haiku-baseline,1,654569,653534,114,46147,607273,4566,4553,0,8054,0.1770003,14,65464,66050,10,0,0,3,0,13,101267,false,0,false,completed,0,0.8,true
DEXP3-digest-cadence-chain__haiku-graphify-v2__r1,docs,DEXP3-digest-cadence-chain,explain,false,haiku-graphify-v2,1,712145,711110,160,49383,661567,5597,5585,0,8490,0.1941027,17,98872,98474,12,0,0,2,2,16,113938,false,0,false,completed,0,0.8,true
DEXP4-issue-number-allocation-chain__baseline__r1,docs,DEXP4-issue-number-allocation-chain,explain,false,baseline,1,789356,788347,36,35743,752568,6181,6168,0,10394,0.35631159999999995,24,73500,74044,8,0,0,15,0,23,46552,false,0,false,completed,0,1,true
DEXP4-issue-number-allocation-chain__graphify-strict-v2__r1,docs,DEXP4-issue-number-allocation-chain,explain,false,graphify-strict-v2,1,1534085,1533076,56,55202,1477818,9227,9215,0,10968,0.6097026,28,121586,119800,6,0,0,17,4,27,77066,false,0,false,completed,0,1,true
DEXP4-issue-number-allocation-chain__graphify-v2__r1,docs,DEXP4-issue-number-allocation-chain,explain,false,graphify-v2,1,559502,558493,24,44070,514399,5286,5272,0,10964,0.3330068,20,85149,84791,7,0,0,11,1,19,62658,false,0,false,completed,0,1,true
DEXP4-issue-number-allocation-chain__haiku-baseline__r1,docs,DEXP4-issue-number-allocation-chain,explain,false,haiku-baseline,1,1728586,1727577,282,60361,1666934,10115,10100,0,8034,0.33928140000000007,35,133429,133387,14,0,0,20,0,34,119174,false,0,false,completed,0,1,true
DEXP4-issue-number-allocation-chain__haiku-graphify-v2__r1,docs,DEXP4-issue-number-allocation-chain,explain,false,haiku-graphify-v2,1,989976,988967,208,54680,934079,7013,6999,0,8464,0.2390499,22,97232,95473,7,0,0,10,4,21,115480,false,0,false,completed,0,1,true
DIMP1-error-code-union__baseline__r1,docs,DIMP1-error-code-union,impact,false,baseline,1,634461,61143,4,13300,47839,11090,1980,1,10321,0.41404950000000007,2,116859,117472,0,0,0,0,0,1,5940,false,0,false,completed,0,0.43478260869565216,false
DIMP1-error-code-union__graphify-strict-v2__r1,docs,DIMP1-error-code-union,impact,false,graphify-strict-v2,1,943755,942787,38,51956,890793,7525,7511,0,10891,0.46220660000000013,25,90569,89005,10,0,0,10,4,24,73592,false,0,false,completed,0,0.5454545454545455,false
DIMP1-error-code-union__graphify-v2__r1,docs,DIMP1-error-code-union,impact,false,graphify-v2,1,767043,766075,30,52279,713766,7382,7366,0,10907,0.4266372000000001,26,87536,86657,7,0,0,13,5,25,69854,false,0,false,completed,0,0.5454545454545455,false
DIMP1-error-code-union__haiku-baseline__r1,docs,DIMP1-error-code-union,impact,false,haiku-baseline,1,750563,749595,154,48105,701336,5159,5144,0,7978,0.1932606,19,71920,72117,8,0,0,10,0,18,91171,false,0,false,completed,0,0.3809523809523809,false
DIMP1-error-code-union__haiku-graphify-v2__r1,docs,DIMP1-error-code-union,impact,false,haiku-graphify-v2,1,647281,646313,160,47849,598304,4272,4256,0,8415,0.17801640000000002,17,63816,62751,9,0,0,3,4,16,107670,false,0,false,completed,0,0.5384615384615385,false
DIMP2-job-cadence-table__baseline__r1,docs,DIMP2-job-cadence-table,impact,false,baseline,1,953530,72402,4,2395,70003,14321,856,3,10326,0.5583011000000001,2,10017,169316,0,0,0,1,0,7,3954,false,0,false,completed,0,0.39999999999999997,false
DIMP2-job-cadence-table__graphify-strict-v2__r1,docs,DIMP2-job-cadence-table,impact,false,graphify-strict-v2,1,1278101,1277138,52,51987,1225099,15942,15928,0,10907,0.6133848000000002,26,195564,194263,9,0,0,12,4,25,52846,false,0,false,completed,0,0.3333333333333333,false
DIMP2-job-cadence-table__graphify-v2__r1,docs,DIMP2-job-cadence-table,impact,false,graphify-v2,1,570561,569598,26,44928,524644,8043,8029,0,10895,0.36601580000000006,18,89117,88605,1,0,0,13,3,17,56286,true,0,false,completed,0,0.4210526315789474,false
DIMP2-job-cadence-table__haiku-baseline__r1,docs,DIMP2-job-cadence-table,impact,false,haiku-baseline,1,646580,645617,122,41548,603947,3572,3558,0,7994,0.16243569999999996,15,50551,50937,7,0,0,7,0,14,75804,false,0,false,completed,0,0.3333333333333333,false
DIMP2-job-cadence-table__haiku-graphify-v2__r1,docs,DIMP2-job-cadence-table,impact,false,haiku-graphify-v2,1,747312,746349,156,49512,696681,5037,5022,0,8418,0.19499610000000006,17,73211,71610,8,0,0,5,1,15,64308,true,32,false,completed,0,0.42857142857142855,false
DIMP3-notification-kind-union__baseline__r1,docs,DIMP3-notification-kind-union,impact,false,baseline,1,1338593,33955,2,1982,31971,15075,728,1,10326,0.606191,1,6654,190943,0,0,0,3,0,6,2743,false,0,false,completed,0,0.5714285714285715,false
DIMP3-notification-kind-union__graphify-strict-v2__r1,docs,DIMP3-notification-kind-union,impact,false,graphify-strict-v2,1,620102,619139,32,27038,592069,4067,4052,0,10923,0.2681878,16,52684,52322,0,0,0,13,2,15,25655,false,0,false,completed,0,0.5454545454545454,false
DIMP3-notification-kind-union__graphify-v2__r1,docs,DIMP3-notification-kind-union,impact,false,graphify-v2,1,891922,890959,36,50090,840833,7736,7721,0,10903,0.4468466,18,102354,100826,0,0,0,11,6,17,72521,false,0,false,completed,0,0.5,false
DIMP3-notification-kind-union__haiku-baseline__r1,docs,DIMP3-notification-kind-union,impact,false,haiku-baseline,1,774139,26478,10,3866,22602,15333,5528,1,7994,0.24684355000000002,1,50678,165873,0,0,0,0,0,1,1180,false,0,false,completed,0,0.3243243243243243,false
DIMP3-notification-kind-union__haiku-graphify-v2__r1,docs,DIMP3-notification-kind-union,impact,false,haiku-graphify-v2,1,566977,566014,148,40032,525834,3196,3181,0,8402,0.1497384,15,48976,48443,8,0,0,5,1,14,89100,false,0,false,completed,0,0.5,false
DIMP4-req157-renumber__baseline__r1,docs,DIMP4-req157-renumber,impact,true,baseline,1,121327,120355,8,13070,107277,1265,1248,0,10344,0.08728840000000002,4,18539,19294,0,0,0,3,0,3,2882,false,0,false,completed,0,0.9411764705882353,true
DIMP4-req157-renumber__graphify-strict-v2__r1,docs,DIMP4-req157-renumber,impact,true,graphify-strict-v2,1,272055,271083,16,19940,251127,3092,3075,0,10918,0.1618244,8,38521,38568,0,0,0,6,1,7,14632,false,0,false,completed,0,0.9411764705882353,true
DIMP4-req157-renumber__graphify-v2__r1,docs,DIMP4-req157-renumber,impact,true,graphify-v2,1,206686,205714,12,19396,186306,1930,1914,0,10926,0.1350612,6,22877,23199,0,0,0,4,1,5,13598,false,0,false,completed,0,0.9411764705882353,true
DIMP4-req157-renumber__haiku-baseline__r1,docs,DIMP4-req157-renumber,impact,true,haiku-baseline,1,75872,74900,26,14270,60604,2417,2400,0,7994,0.047683399999999994,3,23611,24186,0,0,0,2,0,2,9284,false,0,false,completed,0,0.9411764705882353,true
DIMP4-req157-renumber__haiku-graphify-v2__r1,docs,DIMP4-req157-renumber,impact,true,haiku-graphify-v2,1,102816,101844,38,15603,86203,2886,2869,0,8415,0.0552663,4,30729,30944,0,0,0,2,1,3,15437,false,0,false,completed,0,1,true
DLOC1-issue-number-scope__baseline__r1,docs,DLOC1-issue-number-scope,locate,false,baseline,1,153001,152020,10,12887,139123,525,512,0,10348,0.08555860000000001,5,9364,9886,0,0,0,4,0,4,4409,false,0,false,completed,0,1,true
DLOC1-issue-number-scope__graphify-strict-v2__r1,docs,DLOC1-issue-number-scope,locate,false,graphify-strict-v2,1,128106,127125,8,15450,111667,540,527,0,10920,0.0904654,4,17252,17982,0,0,0,2,1,3,8885,false,0,false,completed,0,1,true
DLOC1-issue-number-scope__graphify-v2__r1,docs,DLOC1-issue-number-scope,locate,false,graphify-v2,1,128389,127408,8,15521,111879,707,694,0,10936,0.09246179999999998,4,13874,14121,0,0,0,2,1,3,8416,false,0,false,completed,0,1,true
DLOC1-issue-number-scope__haiku-baseline__r1,docs,DLOC1-issue-number-scope,locate,false,haiku-baseline,1,160484,159503,42,31466,127995,1358,1345,0,8006,0.0835445,5,18101,18499,1,0,0,3,0,4,59204,false,0,false,completed,0,1,true
DLOC1-issue-number-scope__haiku-graphify-v2__r1,docs,DLOC1-issue-number-scope,locate,false,haiku-graphify-v2,1,168355,167374,56,25388,141930,1490,1475,0,8428,0.073456,6,23684,23958,2,0,0,1,2,5,50868,false,0,false,completed,0,1,true
DLOC2-webhook-retry-decision__baseline__r1,docs,DLOC2-webhook-retry-decision,locate,false,baseline,1,278208,99948,6,6038,93904,3396,552,1,10356,0.23161400000000001,3,8635,45260,1,0,0,1,0,3,11332,false,0,false,completed,0,1,true
DLOC2-webhook-retry-decision__graphify-strict-v2__r1,docs,DLOC2-webhook-retry-decision,locate,false,graphify-strict-v2,1,141136,140151,8,23975,116168,878,864,0,10578,0.1288446,5,12992,13145,2,0,0,1,1,4,28362,false,0,false,completed,0,0.6666666666666666,false
DLOC2-webhook-retry-decision__graphify-v2__r1,docs,DLOC2-webhook-retry-decision,locate,false,graphify-v2,1,169551,168566,10,20337,148219,872,859,0,10946,0.1206518,5,14931,15051,1,0,0,2,1,4,18899,false,0,false,completed,0,1,true
DLOC2-webhook-retry-decision__haiku-baseline__r1,docs,DLOC2-webhook-retry-decision,locate,false,haiku-baseline,1,95160,94175,34,12735,81406,1205,1191,0,8004,0.0406546,4,16670,17244,1,0,0,2,0,3,12765,false,0,false,completed,0,1,true
DLOC2-webhook-retry-decision__haiku-graphify-v2__r1,docs,DLOC2-webhook-retry-decision,locate,false,haiku-graphify-v2,1,99675,98690,36,14620,84034,1183,1169,0,8424,0.044579400000000005,4,16730,17181,1,0,0,1,1,3,17542,false,0,false,completed,0,1,true
DLOC3-subscriber-isolation__baseline__r1,docs,DLOC3-subscriber-isolation,locate,false,baseline,1,101089,100111,6,20292,79813,489,475,0,10347,0.1029406,3,10370,10922,1,0,0,1,0,2,23755,false,0,false,completed,0,1,true
DLOC3-subscriber-isolation__graphify-strict-v2__r1,docs,DLOC3-subscriber-isolation,locate,false,graphify-strict-v2,1,210105,209127,12,25327,183788,1466,1452,0,10916,0.1536576,6,23411,23679,1,0,0,3,1,5,30982,false,0,false,completed,0,1,true
DLOC3-subscriber-isolation__graphify-v2__r1,docs,DLOC3-subscriber-isolation,locate,false,graphify-v2,1,203139,202161,12,18722,183427,1262,1248,0,10936,0.1251254,6,18973,19113,0,0,0,4,1,5,14544,false,0,false,completed,0,1,true
DLOC3-subscriber-isolation__haiku-baseline__r1,docs,DLOC3-subscriber-isolation,locate,false,haiku-baseline,1,104094,103116,34,17831,85251,1024,1011,0,7997,0.050319100000000005,4,14147,14759,1,0,0,2,0,3,25988,false,0,false,completed,0,1,true
DLOC3-subscriber-isolation__haiku-graphify-v2__r1,docs,DLOC3-subscriber-isolation,locate,false,haiku-graphify-v2,1,209869,208891,64,28490,180337,1884,1871,0,8429,0.08547569999999999,7,29975,29380,2,0,0,1,3,6,60576,false,0,false,completed,0,1,true
DLOC4-webhook-delivery-history-screen__baseline__r1,docs,DLOC4-webhook-delivery-history-screen,locate,false,baseline,1,255829,254863,14,23531,231318,1071,1057,0,10339,0.1520216,7,16433,17241,0,0,0,6,0,6,26495,false,0,false,completed,0,1,true
DLOC4-webhook-delivery-history-screen__graphify-strict-v2__r1,docs,DLOC4-webhook-delivery-history-screen,locate,false,graphify-strict-v2,1,560340,559374,24,40404,518946,3774,3760,0,10918,0.30408920000000006,12,54690,54179,3,0,0,6,2,11,56703,false,0,false,completed,0,1,true
DLOC4-webhook-delivery-history-screen__graphify-v2__r1,docs,DLOC4-webhook-delivery-history-screen,locate,false,graphify-v2,1,760941,759975,34,37721,722220,4350,4336,0,10906,0.339792,17,60896,60244,0,0,0,14,2,16,50309,false,0,false,completed,0,1,true
DLOC4-webhook-delivery-history-screen__haiku-baseline__r1,docs,DLOC4-webhook-delivery-history-screen,locate,false,haiku-baseline,1,372118,371152,98,27699,343355,2840,2826,0,7991,0.1049975,12,38382,38190,3,0,0,8,0,11,46496,false,0,false,completed,0,1,true
DLOC4-webhook-delivery-history-screen__haiku-graphify-v2__r1,docs,DLOC4-webhook-delivery-history-screen,locate,false,haiku-graphify-v2,1,314250,313284,74,33167,280043,2324,2310,0,8417,0.1069983,9,34391,34415,2,0,0,2,2,7,32704,false,15,false,completed,0,1,true
DREF1-webhook-service-requirements__baseline__r1,docs,DREF1-webhook-service-requirements,reference,false,baseline,1,310424,309449,16,35172,274261,10723,10711,0,10352,0.3037172,8,114853,115353,0,0,0,7,0,7,37106,false,0,false,completed,0,0.6666666666666666,false
DREF1-webhook-service-requirements__graphify-strict-v2__r1,docs,DREF1-webhook-service-requirements,reference,false,graphify-strict-v2,1,318769,317794,18,26160,291616,1483,1469,0,10936,0.1787342,9,20693,20135,0,0,0,4,4,8,30739,true,0,false,completed,0,1,true
DREF1-webhook-service-requirements__graphify-v2__r1,docs,DREF1-webhook-service-requirements,reference,false,graphify-v2,1,291784,290809,16,28107,262686,7242,7228,0,10932,0.23832219999999998,8,79290,78409,0,0,0,4,3,7,26269,true,0,false,completed,0,0.6666666666666666,false
DREF1-webhook-service-requirements__haiku-baseline__r1,docs,DREF1-webhook-service-requirements,reference,false,haiku-baseline,1,545663,544688,114,38307,506267,3645,3633,0,8000,0.14655469999999998,14,52740,53107,6,0,0,7,0,13,75913,false,0,false,completed,0,1,true
DREF1-webhook-service-requirements__haiku-graphify-v2__r1,docs,DREF1-webhook-service-requirements,reference,false,haiku-graphify-v2,1,281425,280450,82,33564,246804,2568,2556,0,8426,0.10570540000000002,9,41356,41654,2,0,0,4,2,8,70298,false,0,false,completed,0,1,true
DREF2-digest-cadence-adrs__baseline__r1,docs,DREF2-digest-cadence-adrs,reference,false,baseline,1,97288,96316,6,18025,78285,449,434,0,10333,0.093156,3,6366,6942,0,0,0,2,0,2,19003,false,0,false,completed,0,1,true
DREF2-digest-cadence-adrs__graphify-strict-v2__r1,docs,DREF2-digest-cadence-adrs,reference,false,graphify-strict-v2,1,208451,207479,12,22229,185238,1010,995,0,10916,0.1369846,6,16013,16190,1,0,0,3,1,5,24469,true,0,false,completed,0,1,true
DREF2-digest-cadence-adrs__graphify-v2__r1,docs,DREF2-digest-cadence-adrs,reference,false,graphify-v2,1,206352,205380,12,22445,182923,1064,1047,0,10920,0.1379156,6,15685,20850,1,0,0,3,1,5,24884,false,0,false,completed,0,1,true
DREF2-digest-cadence-adrs__haiku-baseline__r1,docs,DREF2-digest-cadence-adrs,reference,false,haiku-baseline,1,134119,133147,42,17907,115198,2022,2007,0,7988,0.058457800000000004,5,23481,23940,1,0,0,3,0,4,23443,false,0,false,completed,0,1,true
DREF2-digest-cadence-adrs__haiku-graphify-v2__r1,docs,DREF2-digest-cadence-adrs,reference,false,haiku-graphify-v2,1,140328,139356,48,20700,118608,1825,1809,0,8435,0.0634058,5,24016,24208,1,0,0,2,1,4,30393,false,0,false,completed,0,1,true
DREF3-permission-matrix-verified-by__baseline__r1,docs,DREF3-permission-matrix-verified-by,reference,false,baseline,1,226841,225850,14,17038,208798,1887,1868,0,10375,0.1297056,7,24746,25443,1,0,0,5,0,6,9767,false,0,false,completed,0,1,true
DREF3-permission-matrix-verified-by__graphify-strict-v2__r1,docs,DREF3-permission-matrix-verified-by,reference,false,graphify-strict-v2,1,204142,203151,12,19608,183531,1785,1766,0,10950,0.1339082,6,23047,23320,0,0,0,4,1,5,14016,false,0,false,completed,0,1,true
DREF3-permission-matrix-verified-by__graphify-v2__r1,docs,DREF3-permission-matrix-verified-by,reference,false,graphify-v2,1,176773,175782,10,26482,149290,2103,2085,0,10566,0.15773700000000002,5,25929,26032,0,0,0,3,1,4,30697,false,0,false,completed,0,1,true
DREF3-permission-matrix-verified-by__haiku-baseline__r1,docs,DREF3-permission-matrix-verified-by,reference,false,haiku-baseline,1,289189,288198,74,26184,261940,2258,2244,0,8016,0.090917,9,31416,31778,3,0,0,5,0,8,53199,false,0,false,completed,0,1,true
DREF3-permission-matrix-verified-by__haiku-graphify-v2__r1,docs,DREF3-permission-matrix-verified-by,reference,false,haiku-graphify-v2,1,98061,97070,38,12584,84448,1307,1289,0,8430,0.04117679999999999,4,16063,16157,0,0,0,2,1,3,10229,false,0,false,completed,0,1,true
DREF4-adr017-references__baseline__r1,docs,DREF4-adr017-references,reference,true,baseline,1,151988,151011,10,13379,137622,1574,1559,0,10353,0.0977024,5,22012,22499,0,0,0,4,0,4,3055,false,0,false,completed,0,1,true
DREF4-adr017-references__graphify-strict-v2__r1,docs,DREF4-adr017-references,reference,true,graphify-strict-v2,1,234100,233123,14,18368,214741,2464,2449,0,10931,0.14199019999999998,7,26746,26933,0,0,0,5,1,6,9494,false,0,false,completed,0,1,true
DREF4-adr017-references__graphify-v2__r1,docs,DREF4-adr017-references,reference,true,graphify-v2,1,197605,196628,12,16310,180306,1661,1646,0,10931,0.11883719999999999,6,22510,22675,0,0,0,4,1,5,8190,true,0,false,completed,0,1,true
DREF4-adr017-references__haiku-baseline__r1,docs,DREF4-adr017-references,reference,true,haiku-baseline,1,70451,69474,26,10490,58958,1476,1461,0,8005,0.0352588,4,14973,15804,0,0,0,3,0,3,3270,false,0,false,completed,0,1,true
DREF4-adr017-references__haiku-graphify-v2__r1,docs,DREF4-adr017-references,reference,true,haiku-graphify-v2,1,102735,101758,38,15305,86415,1345,1330,0,8412,0.046991500000000005,4,17115,17322,0,0,0,2,1,3,14401,false,0,false,completed,0,1,true
