run_id,set,task_id,category,easy,condition,rep,uncached_equivalent_all,uncached_equivalent,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens_all,output_tokens,subagents_spawned,first_turn_cache_creation,total_cost_usd,num_turns,duration_ms,duration_api_ms,tool_read,tool_grep,tool_glob,tool_bash,tool_bash_graphify,tool_calls_total,tool_result_bytes_total,read_graph_json,skill_attributions,is_error,terminal_reason,permission_denials,score,success
IMP2-rename-issue-created__baseline__r1,set1,IMP2-rename-issue-created,impact,true,baseline,1,120997,120026,8,12284,107734,1046,1033,0,10348,0.08206480000000001,4,17352,17925,0,0,0,3,0,3,2369,false,0,false,completed,0,0.7142857142857143,false
IMP2-rename-issue-created__graphify__r1,set1,IMP2-rename-issue-created,impact,true,graphify,1,240807,239836,14,20382,219440,3225,3211,0,10544,0.158595,7,35267,35529,0,0,0,5,1,6,12665,true,0,false,completed,0,0.8,false
IMP3-limited-resource-union__baseline__r1,set1,IMP3-limited-resource-union,impact,false,baseline,1,198861,197851,12,18012,179827,2614,2599,0,10009,0.1351124,6,30732,31533,0,0,0,5,0,5,10887,false,0,false,completed,0,0.9166666666666666,true
IMP3-limited-resource-union__graphify__r1,set1,IMP3-limited-resource-union,impact,false,graphify,1,168538,167528,10,19073,148445,2188,2174,0,10970,0.12882100000000002,5,26357,26541,0,0,0,3,1,4,13510,false,0,false,completed,0,0.9166666666666666,true
LOC1-shortcut-match__baseline__r1,set1,LOC1-shortcut-match,locate,true,baseline,1,121254,120276,8,13398,106870,670,653,0,10361,0.08257500000000001,5,10367,11202,2,0,0,2,0,4,4885,false,0,false,completed,0,1,true
LOC1-shortcut-match__graphify__r1,set1,LOC1-shortcut-match,locate,true,graphify,1,128680,127702,8,16218,111476,535,521,0,10934,0.0934412,4,13917,14430,1,0,0,1,1,3,9905,false,0,false,completed,0,1,true
LOC2-webhook-plan-cap__baseline__r1,set1,LOC2-webhook-plan-cap,locate,false,baseline,1,208424,90541,6,12242,78293,3558,971,1,9982,0.1648449,3,40243,40792,0,0,0,1,0,2,2481,false,0,false,completed,0,0.5,false
LOC2-webhook-plan-cap__graphify__r1,set1,LOC2-webhook-plan-cap,locate,false,graphify,1,272179,271197,14,25982,245201,2293,2279,0,10940,0.17683820000000003,10,28734,28550,0,0,0,6,3,9,27486,false,0,false,completed,0,0.5,false
LOC3-digest-window__baseline__r1,set1,LOC3-digest-window,locate,false,baseline,1,259513,67478,4,4593,62881,3164,516,1,10357,0.1874934,3,7093,39217,2,0,0,0,0,5,8341,false,0,false,completed,0,1,true
LOC3-digest-window__graphify__r1,set1,LOC3-digest-window,locate,false,graphify,1,266564,265583,14,28058,237511,2296,2281,0,10943,0.18362820000000002,9,30820,30461,3,0,0,2,3,8,31907,false,0,false,completed,0,0.5,false
REF1-assertcan-callers__baseline__r1,set1,REF1-assertcan-callers,reference,false,baseline,1,234610,32210,2,1979,30229,4798,907,1,9949,0.20836,1,9686,53628,0,0,0,0,0,1,1180,false,0,false,completed,0,0.9333333333333333,true
REF1-assertcan-callers__graphify__r1,set1,REF1-assertcan-callers,reference,false,graphify,1,288502,287545,16,23526,264003,2706,2690,0,10531,0.1748736,8,32415,32567,1,0,0,4,2,7,21930,false,0,false,completed,0,0.9333333333333333,true
REF2-would-exceed-limit-callers__baseline__r1,set1,REF2-would-exceed-limit-callers,reference,false,baseline,1,233382,232406,14,18500,213892,2409,2393,0,10342,0.1417924,7,29471,30066,1,0,0,5,0,6,11379,false,0,false,completed,0,1,true
REF2-would-exceed-limit-callers__graphify__r1,set1,REF2-would-exceed-limit-callers,reference,false,graphify,1,221268,220292,12,26337,193943,1416,1400,0,10914,0.15921659999999999,6,19665,19738,1,0,0,2,2,5,29658,false,0,false,completed,0,1,true
REF3-issue-created-subscribers__baseline__r1,set1,REF3-issue-created-subscribers,reference,false,baseline,1,225430,32649,2,2325,30322,5846,449,1,10351,0.22005790000000003,1,4993,75263,0,0,0,0,0,1,1180,false,0,false,completed,0,1,true
REF3-issue-created-subscribers__graphify__r1,set1,REF3-issue-created-subscribers,reference,false,graphify,1,397460,396473,22,23823,372628,2641,2627,0,10924,0.1971886,11,38594,38327,2,0,0,6,2,10,20102,false,0,false,completed,0,1,true
XEXP1-webhook-delivery__baseline__r1,ext,XEXP1-webhook-delivery,explain,false,baseline,1,470389,170467,10,4456,166001,8482,2402,1,10442,0.3211371,5,26447,96227,0,0,0,4,0,6,3714,false,0,false,completed,0,1,true
XEXP1-webhook-delivery__graphify__r1,ext,XEXP1-webhook-delivery,explain,false,graphify,1,580485,579447,26,42174,537247,6681,6669,0,11037,0.34398539999999994,21,84847,84218,11,0,0,4,5,20,51761,false,0,false,completed,0,1,true
XEXP2-invitation-lifecycle__baseline__r1,ext,XEXP2-invitation-lifecycle,explain,false,baseline,1,1262666,38675,2,7634,31039,23511,3139,1,10417,0.7210042,1,30152,257241,0,0,0,0,0,3,1542,false,0,false,completed,0,1,true
XEXP2-invitation-lifecycle__graphify__r1,ext,XEXP2-invitation-lifecycle,explain,false,graphify,1,1574389,1573362,48,82748,1490566,17125,17112,0,10998,0.8014131999999998,43,207665,205405,19,0,0,13,10,42,125503,false,0,false,completed,0,1,true
XEXP3-plan-change__baseline__r1,ext,XEXP3-plan-change,explain,false,baseline,1,931867,218187,12,23672,194503,14309,4250,1,10419,0.5811942,7,156710,157260,2,0,0,3,0,6,25252,false,0,false,completed,0,1,true
XEXP3-plan-change__graphify__r1,ext,XEXP3-plan-change,explain,false,graphify,1,788593,787566,30,58550,728986,11247,11234,0,11012,0.4934892,25,135962,135477,13,0,0,7,4,24,73119,false,0,false,completed,0,1,true
XEXP4-signin-to-actor__baseline__r1,ext,XEXP4-signin-to-actor,explain,false,baseline,1,405731,101402,6,17556,83840,11592,3261,1,10444,0.3677969,3,115232,115910,0,0,0,1,0,2,14088,false,0,false,completed,0,0.8,true
XEXP4-signin-to-actor__graphify__r1,ext,XEXP4-signin-to-actor,explain,false,graphify,1,416261,415219,18,40693,374508,5209,5195,0,11029,0.2907716000000001,18,62351,62124,12,0,0,3,2,17,53774,false,0,false,completed,0,1,true
XEXP5-search-index__baseline__r1,ext,XEXP5-search-index,explain,false,baseline,1,635889,76951,4,10527,66420,13788,2924,1,10425,0.49073620000000007,3,31700,162247,0,0,0,2,0,3,12461,false,0,false,completed,0,0.8,true
XEXP5-search-index__graphify__r1,ext,XEXP5-search-index,explain,false,graphify,1,497839,496817,22,44420,452375,6348,6335,0,10979,0.33263600000000004,19,75776,75289,12,0,0,3,3,18,61323,false,0,false,completed,0,0.8,true
XEXP6-overdue-sweep__baseline__r1,ext,XEXP6-overdue-sweep,explain,false,baseline,1,574157,76494,4,10413,66077,13590,2000,1,10436,0.44978380000000007,3,23759,175577,2,0,0,0,0,3,12146,false,0,false,completed,0,1,true
XEXP6-overdue-sweep__graphify__r1,ext,XEXP6-overdue-sweep,explain,false,graphify,1,721634,720596,32,41885,678679,7203,7189,0,11004,0.3763378,21,96623,96291,9,0,0,9,2,20,51067,false,0,false,completed,0,1,true
XFIX1-csv-quote-escape__baseline__r1,ext,XFIX1-csv-quote-escape,fix,false,baseline,1,121631,120649,8,12416,108225,706,692,0,10352,0.07929699999999999,4,14389,14947,1,0,0,1,0,3,2698,false,0,false,completed,0,1,true
XFIX1-csv-quote-escape__graphify__r1,ext,XFIX1-csv-quote-escape,fix,false,graphify,1,162851,161869,10,16008,145851,756,741,0,10934,0.10168920000000001,5,12797,13128,1,0,0,1,1,4,8638,false,0,false,completed,0,1,true
XFIX2-mention-inside-code__baseline__r1,ext,XFIX2-mention-inside-code,fix,false,baseline,1,224389,223403,14,15265,208124,1674,1660,0,10351,0.1203688,7,25468,23860,1,0,0,4,0,6,6568,false,0,false,completed,0,1,true
XFIX2-mention-inside-code__graphify__r1,ext,XFIX2-mention-inside-code,fix,false,graphify,1,164117,163131,10,16866,146255,1328,1312,0,10938,0.110921,5,21167,21450,1,0,0,1,1,4,9866,true,0,false,completed,0,1,true
XFIX3-last-owner-removable__baseline__r1,ext,XFIX3-last-owner-removable,fix,false,baseline,1,319094,318108,18,21808,296282,2104,2093,0,10380,0.16849540000000002,9,32421,30318,1,0,0,6,0,8,20746,false,0,false,completed,0,1,true
XFIX3-last-owner-removable__graphify__r1,ext,XFIX3-last-owner-removable,fix,false,graphify,1,330313,329327,18,23231,306078,2482,2468,0,10949,0.17991160000000003,9,32400,32458,2,0,0,3,1,8,19709,false,0,false,completed,0,1,true
XFIX4-advanced-search-inverted__baseline__r1,ext,XFIX4-advanced-search-inverted,fix,false,baseline,1,313073,99584,6,3030,96548,3853,479,1,10372,0.19690169999999999,3,8592,56333,1,0,0,1,0,5,2115,false,0,false,completed,0,1,true
XFIX4-advanced-search-inverted__graphify__r1,ext,XFIX4-advanced-search-inverted,fix,false,graphify,1,171544,170550,10,20407,150133,1193,1176,0,10950,0.1245136,6,19858,20162,2,0,0,1,1,5,17757,false,0,false,completed,0,1,true
XFIX5-self-notification__baseline__r1,ext,XFIX5-self-notification,fix,false,baseline,1,269418,124836,8,14110,110718,4898,1460,1,10340,0.21505520000000006,4,67354,67794,1,0,0,0,0,3,5508,false,0,false,completed,0,0,false
XFIX5-self-notification__graphify__r1,ext,XFIX5-self-notification,fix,false,graphify,1,217670,216697,12,22676,194009,1481,1467,0,10918,0.1452428,7,22199,22605,2,0,0,1,1,5,22129,false,0,false,completed,0,0,false
XFIX6-revoked-invite-accepted__baseline__r1,ext,XFIX6-revoked-invite-accepted,fix,false,baseline,1,229981,229000,14,17604,211382,1233,1220,0,10343,0.1259664,7,26832,27499,2,0,0,3,0,6,12432,false,0,false,completed,0,1,true
XFIX6-revoked-invite-accepted__graphify__r1,ext,XFIX6-revoked-invite-accepted,fix,false,graphify,1,216606,215625,12,23876,191737,1582,1567,0,10918,0.1506014,8,22881,23252,4,0,0,1,1,7,23284,false,0,false,completed,0,0,false
XIMP1-role-union__baseline__r1,ext,XIMP1-role-union,impact,false,baseline,1,205718,204716,12,20365,184339,3584,3571,0,10372,0.15512879999999998,6,38153,38709,1,0,0,4,0,5,14551,false,0,false,completed,0,0.8421052631578948,false
XIMP1-role-union__graphify__r1,ext,XIMP1-role-union,impact,false,graphify,1,469232,468230,20,43270,424940,12210,12197,0,10934,0.381145,10,125132,125625,0,0,0,8,1,9,47301,false,0,false,completed,0,0.8421052631578948,false
XIMP2-rename-comment-created__baseline__r1,ext,XIMP2-rename-comment-created,impact,true,baseline,1,89883,88912,6,11500,77406,776,762,0,10339,0.0701542,3,12921,13586,0,0,0,2,0,2,1352,false,0,false,completed,0,0.7142857142857143,false
XIMP2-rename-comment-created__graphify__r1,ext,XIMP2-rename-comment-created,impact,true,graphify,1,160029,159058,10,15919,143129,1406,1391,0,10928,0.10727779999999999,6,18490,18637,0,0,0,4,1,5,8124,false,0,false,completed,0,0.7142857142857143,false
XIMP3-issue-status-union__baseline__r1,ext,XIMP3-issue-status-union,impact,false,baseline,1,272936,63368,4,15462,47902,11129,1492,1,10384,0.2832211,2,102722,103242,0,0,0,0,0,1,10000,false,0,false,completed,0,0.9714285714285714,true
XIMP3-issue-status-union__graphify__r1,ext,XIMP3-issue-status-union,impact,false,graphify,1,248065,247060,14,25589,221457,6594,6580,0,10941,0.21355039999999997,7,62350,62200,0,0,0,5,1,6,17124,false,0,false,completed,0,0.9714285714285714,true
XIMP4-feature-flag-key-union__baseline__r1,ext,XIMP4-feature-flag-key-union,impact,false,baseline,1,199871,198856,12,18321,180523,2546,2530,0,10016,0.1358076,6,29563,30115,1,0,0,4,0,5,11416,false,0,false,completed,0,1,true
XIMP4-feature-flag-key-union__graphify__r1,ext,XIMP4-feature-flag-key-union,impact,false,graphify,1,238861,237846,14,19998,217834,3240,3223,0,10982,0.1569168,7,42911,43186,0,0,0,5,1,6,10967,false,0,false,completed,0,1,true
XIMP5-plan-id-union__baseline__r1,ext,XIMP5-plan-id-union,impact,false,baseline,1,387704,386695,20,28638,358037,7573,7560,0,10385,0.26287340000000003,10,80754,81073,3,0,0,6,0,9,27564,false,0,false,completed,0,0.8571428571428571,false
XIMP5-plan-id-union__graphify__r1,ext,XIMP5-plan-id-union,impact,false,graphify,1,418255,417246,20,31771,385455,8495,8481,0,10959,0.290104,12,89894,89977,3,0,0,7,1,11,26255,false,0,false,completed,0,0.8571428571428571,false
XIMP6-limit-check-field__baseline__r1,ext,XIMP6-limit-check-field,impact,false,baseline,1,161474,160455,10,16769,143676,3242,3227,0,10402,0.1291952,5,37995,39079,1,0,0,3,0,4,7812,false,0,false,completed,0,0.888888888888889,false
XIMP6-limit-check-field__graphify__r1,ext,XIMP6-limit-check-field,impact,false,graphify,1,397472,396453,20,28418,368015,5266,5252,0,10977,0.24092399999999997,10,55440,55127,0,0,0,7,2,9,27207,false,0,false,completed,0,0.888888888888889,false
XLOC1-retry-throttle__baseline__r1,ext,XLOC1-retry-throttle,locate,true,baseline,1,161762,64264,4,3161,61099,1577,306,1,10352,0.12146450000000002,2,6397,31774,1,0,0,0,0,2,5447,false,0,false,completed,0,1,true
XLOC1-retry-throttle__graphify__r1,ext,XLOC1-retry-throttle,locate,true,graphify,1,141551,140566,8,20901,119657,761,748,0,10946,0.11608139999999999,4,12853,13670,1,0,0,1,1,3,17271,false,0,false,completed,0,1,true
XLOC2-invite-link-validity__baseline__r1,ext,XLOC2-invite-link-validity,locate,false,baseline,1,197055,67322,4,4796,62522,2576,307,1,10365,0.1655057,2,5381,34899,1,0,0,0,0,3,7826,false,0,false,completed,0,1,true
XLOC2-invite-link-validity__graphify__r1,ext,XLOC2-invite-link-validity,locate,false,graphify,1,129880,128888,8,17540,111340,555,538,0,10927,0.098901,4,14449,14937,1,0,0,1,1,3,13399,false,0,false,completed,0,1,true
XLOC3-issue-number-allocation__baseline__r1,ext,XLOC3-issue-number-allocation,locate,false,baseline,1,154296,153321,10,13298,140013,718,705,0,10345,0.08930460000000001,5,12682,13269,1,0,0,3,0,4,4660,false,0,false,completed,0,1,true
XLOC3-issue-number-allocation__graphify__r1,ext,XLOC3-issue-number-allocation,locate,false,graphify,1,197852,196877,12,16824,180041,1033,1021,0,10925,0.11457320000000001,6,21827,22008,1,0,0,3,1,5,9755,false,0,false,completed,0,1,true
XLOC4-session-lifetime__baseline__r1,ext,XLOC4-session-lifetime,locate,false,baseline,1,123664,122670,8,14889,107773,744,732,0,10363,0.0895006,5,10912,11675,2,0,0,2,0,4,8308,false,0,false,completed,0,1,true
XLOC4-session-lifetime__graphify__r1,ext,XLOC4-session-lifetime,locate,false,graphify,1,166338,165344,10,18376,146958,914,901,0,10952,0.11298459999999999,5,12960,13416,0,0,0,3,1,4,15217,false,0,false,completed,0,0.5,false
XLOC5-delivery-retry-policy__baseline__r1,ext,XLOC5-delivery-retry-policy,locate,false,baseline,1,244049,66646,4,3855,62787,3980,926,1,10351,0.17728039999999998,2,15036,58446,1,0,0,0,0,4,5259,false,0,false,completed,0,1,true
XLOC5-delivery-retry-policy__graphify__r1,ext,XLOC5-delivery-retry-policy,locate,false,graphify,1,199073,198089,10,28486,169593,1503,1489,0,10944,0.1638266,5,19439,19890,1,0,0,2,1,4,32462,false,0,false,completed,0,1,true
XLOC6-menu-entry-visibility__baseline__r1,ext,XLOC6-menu-entry-visibility,locate,false,baseline,1,280076,100590,6,5360,95224,4381,766,1,10363,0.2115224,3,13626,66965,1,0,0,1,0,3,7339,false,0,false,completed,0,1,true
XLOC6-menu-entry-visibility__graphify__r1,ext,XLOC6-menu-entry-visibility,locate,false,graphify,1,166948,165972,10,20468,145494,1673,1661,0,10937,0.1286368,6,25665,25748,2,0,0,1,2,5,18706,false,0,false,completed,0,1,true
XREF1-assertorgscope-callers__baseline__r1,ext,XREF1-assertorgscope-callers,reference,false,baseline,1,272782,271786,14,25222,246550,7351,7336,0,10370,0.22465700000000002,7,76220,76840,2,0,0,4,0,6,17801,false,0,false,completed,0,0.9777777777777777,true
XREF1-assertorgscope-callers__graphify__r1,ext,XREF1-assertorgscope-callers,reference,false,graphify,1,247895,246899,14,26015,220870,4201,4185,0,10966,0.19118800000000002,7,46364,46371,2,0,0,3,1,6,22998,false,0,false,completed,0,0.9777777777777777,true
XREF2-emit-callers__baseline__r1,ext,XREF2-emit-callers,reference,false,baseline,1,203616,202645,12,19098,183535,1942,1928,0,10341,0.13344399999999998,6,26608,27283,2,0,0,3,0,5,14922,false,0,false,completed,0,0.9600000000000001,true
XREF2-emit-callers__graphify__r1,ext,XREF2-emit-callers,reference,false,graphify,1,372966,371995,18,35602,336375,5012,4999,0,10536,0.260745,9,81513,81287,2,0,0,3,3,8,40629,false,0,false,completed,0,0.9600000000000001,true
XREF3-isenabled-callers__baseline__r1,ext,XREF3-isenabled-callers,reference,false,baseline,1,1029221,1028236,36,57988,970212,13198,13184,0,10354,0.5589614,28,133146,132592,22,0,0,5,0,27,76342,false,0,false,completed,0,0.9855072463768115,true
XREF3-isenabled-callers__graphify__r1,ext,XREF3-isenabled-callers,reference,false,graphify,1,866055,865070,34,54027,811009,17091,17077,0,10943,0.5502028,32,188996,188630,21,0,0,8,2,31,56471,false,0,false,completed,0,0.9855072463768115,true
XREF4-comment-created-subscribers__baseline__r1,ext,XREF4-comment-created-subscribers,reference,false,baseline,1,217126,216141,12,24096,192033,1603,1592,0,10360,0.15177460000000004,8,24200,24699,4,0,0,3,0,7,27961,false,0,false,completed,0,1,true
XREF4-comment-created-subscribers__graphify__r1,ext,XREF4-comment-created-subscribers,reference,false,graphify,1,470881,469896,24,28321,441551,1980,1968,0,10936,0.2223672,12,41085,40722,1,0,0,7,3,11,33930,false,0,false,completed,0,1,true
XREF5-rate-limit-importers__baseline__r1,ext,XREF5-rate-limit-importers,reference,true,baseline,1,428937,427968,24,25879,402065,4392,4374,0,10336,0.22877599999999998,12,51734,52252,3,0,0,8,0,11,23295,false,0,false,completed,0,0.9473684210526316,true
XREF5-rate-limit-importers__graphify__r1,ext,XREF5-rate-limit-importers,reference,true,graphify,1,410343,409374,20,32058,377296,3189,3174,0,10530,0.2365152,10,40449,39949,2,0,0,5,2,9,36532,true,0,false,completed,0,0.9473684210526316,true
XREF6-member-joined-repositories__baseline__r1,ext,XREF6-member-joined-repositories,reference,false,baseline,1,260561,259571,16,17227,242328,1435,1420,0,10368,0.1326706,8,21188,21932,1,0,0,6,0,7,12016,false,0,false,completed,0,1,true
XREF6-member-joined-repositories__graphify__r1,ext,XREF6-member-joined-repositories,reference,false,graphify,1,495977,494987,26,25653,469308,2737,2724,0,10950,0.22482060000000004,13,35084,34849,0,0,0,10,2,12,25553,false,0,false,completed,0,1,true
EXP1-issue-create-flow__baseline-nosub__r1,structural,EXP1-issue-create-flow,explain,false,baseline-nosub,1,833396,832383,32,55528,776823,8943,8930,0,9543,0.46791859999999996,26,108398,109068,15,0,0,10,0,25,88038,false,0,false,completed,0,1,true
EXP1-issue-create-flow__graphify-strict__r1,structural,EXP1-issue-create-flow,explain,false,graphify-strict,1,808809,807796,28,62912,744856,9922,9909,0,10984,0.5008432,28,111211,110712,9,0,0,16,2,27,96015,false,0,false,completed,0,1,true
EXP1-issue-create-flow__haiku-baseline__r1,structural,EXP1-issue-create-flow,explain,false,haiku-baseline,1,1285290,1284277,218,50909,1233150,6594,6581,0,8041,0.259334,27,97306,97754,20,0,0,6,0,26,97918,false,0,false,completed,0,0.8,true
EXP1-issue-create-flow__haiku-graphify__r1,structural,EXP1-issue-create-flow,explain,false,haiku-graphify,1,1341181,1340168,304,44128,1295736,7153,7140,0,8476,0.25491159999999996,31,108439,106939,18,0,0,9,3,30,71558,false,0,false,completed,0,1,true
EXP2-comment-mention-notify__baseline-nosub__r1,structural,EXP2-comment-mention-notify,explain,false,baseline-nosub,1,712120,711098,32,45122,665944,10817,10804,0,9573,0.4228677999999999,22,136186,136922,14,0,0,7,0,21,59446,false,0,false,completed,0,1,true
EXP2-comment-mention-notify__graphify-strict__r1,structural,EXP2-comment-mention-notify,explain,false,graphify-strict,1,547096,546074,24,41504,504546,7980,7968,0,10609,0.3477352,17,101431,101536,10,0,0,4,2,16,50265,false,0,false,completed,0,1,true
EXP2-comment-mention-notify__haiku-baseline__r1,structural,EXP2-comment-mention-notify,explain,false,haiku-baseline,1,1901750,1900728,306,60163,1840259,10719,10707,0,8053,0.35927489999999995,38,150150,150259,19,0,0,18,0,37,103886,false,0,false,completed,0,1,true
EXP2-comment-mention-notify__haiku-graphify__r1,structural,EXP2-comment-mention-notify,explain,false,haiku-graphify,1,377587,376565,114,27143,349308,4746,4732,0,8477,0.11408279999999998,12,66247,65777,7,0,0,1,3,11,40948,false,0,false,completed,0,1,true
EXP3-digest-pipeline__baseline-nosub__r1,structural,EXP3-digest-pipeline,explain,false,baseline-nosub,1,853152,852139,34,50794,801311,12828,12814,0,9553,0.4927292,30,154623,155421,17,0,0,12,0,29,67140,false,0,false,completed,0,1,true
EXP3-digest-pipeline__graphify-strict__r1,structural,EXP3-digest-pipeline,explain,false,graphify-strict,1,568991,567978,22,49203,518753,9460,9446,0,10959,0.3961496,22,116544,116221,13,0,0,5,3,21,62921,false,0,false,completed,0,1,true
EXP3-digest-pipeline__haiku-baseline__r1,structural,EXP3-digest-pipeline,explain,false,haiku-baseline,1,526174,525161,130,29277,495754,4292,4278,0,8035,0.1307324,16,62063,62307,11,0,0,4,0,15,46487,false,0,false,completed,0,0.8,true
EXP3-digest-pipeline__haiku-graphify__r1,structural,EXP3-digest-pipeline,explain,false,haiku-graphify,1,422038,421025,128,18569,402328,4201,4187,0,8456,0.0995168,14,60791,59566,6,0,0,2,5,13,31147,false,0,false,completed,0,1,true
FIX1-issue-tenant-leak__baseline-nosub__r1,structural,FIX1-issue-tenant-leak,fix,false,baseline-nosub,1,235370,234390,14,24433,209943,1509,1495,0,9502,0.15574860000000004,8,28075,26136,2,0,0,4,0,7,29587,false,0,false,completed,0,1,true
FIX1-issue-tenant-leak__graphify-strict__r1,structural,FIX1-issue-tenant-leak,fix,false,graphify-strict,1,902388,901408,32,56762,844614,9409,9395,0,10936,0.4910348,21,160177,149223,8,0,0,10,1,20,75738,false,0,false,completed,0,1,true
FIX1-issue-tenant-leak__haiku-baseline__r1,structural,FIX1-issue-tenant-leak,fix,false,haiku-baseline,1,687262,686282,154,40199,645929,8684,8670,0,8005,0.18954490000000002,19,86854,87311,6,0,0,11,0,18,54455,false,0,false,completed,0,1,true
FIX1-issue-tenant-leak__haiku-graphify__r1,structural,FIX1-issue-tenant-leak,fix,false,haiku-graphify,1,503488,502508,126,31943,470439,6855,6841,0,8423,0.1463109,14,94148,80820,5,0,0,3,3,13,44467,false,0,false,completed,0,1,true
FIX2-project-quota-off-by-one__baseline-nosub__r1,structural,FIX2-project-quota-off-by-one,fix,false,baseline-nosub,1,231738,230758,16,18183,212559,1279,1262,0,9508,0.12896080000000001,8,25303,27622,3,0,0,3,0,7,15699,false,0,false,completed,0,1,true
FIX2-project-quota-off-by-one__graphify-strict__r1,structural,FIX2-project-quota-off-by-one,fix,false,graphify-strict,1,432263,431283,24,24276,406983,2237,2220,0,10923,0.2018136,12,37562,36757,2,0,0,4,4,11,22072,false,0,false,completed,0,1,true
FIX2-project-quota-off-by-one__haiku-baseline__r1,structural,FIX2-project-quota-off-by-one,fix,false,haiku-baseline,1,1140738,1139758,226,44423,1095109,14613,14597,0,7999,0.2726279,28,176971,168845,10,0,0,16,0,27,51448,false,0,false,completed,0,1,true
FIX2-project-quota-off-by-one__haiku-graphify__r1,structural,FIX2-project-quota-off-by-one,fix,false,haiku-graphify,1,195625,194645,64,22094,172487,6264,6250,0,8423,0.09380069999999999,7,56309,56809,3,0,0,1,1,6,20273,false,0,false,completed,0,1,true
FIX3-board-shows-archived__baseline-nosub__r1,structural,FIX3-board-shows-archived,fix,false,baseline-nosub,1,119768,118785,8,18325,100452,842,830,0,9500,0.1027494,4,13928,14381,1,0,0,1,0,3,17729,false,0,false,completed,0,1,true
